"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","circadian regulation of gene expression","GO:0032922","1","0","70","33","1","21031","RBM4"
"GO:BP","secretion by cell","GO:0032940","1","0","827","33","1","21031","RBM4"
"GO:BP","regulation of actin cytoskeleton organization","GO:0032956","1","0","334","33","1","21031","CDK10"
"GO:BP","regulation of actin filament-based process","GO:0032970","1","0","376","33","1","21031","CDK10"
"GO:BP","protein-containing complex disassembly","GO:0032984","1","0","250","33","1","21031","UBQLN1"
"GO:BP","macromolecule localization","GO:0033036","1","0","3210","33","7","21031","RBM4,B9D1,COPB1,TMEM9,MEPCE,GLTP,HSP90AB1"
"GO:BP","regulation of organelle organization","GO:0033043","1","0","1173","33","1","21031","CDK10"
"GO:BP","protein localization to organelle","GO:0033365","1","0","1184","33","1","21031","MEPCE"
"GO:BP","cellular response to hormone stimulus","GO:0032870","1","0","609","33","1","21031","RBM4"
"GO:BP","telomere organization","GO:0032200","1","0","191","33","1","21031","HSP90AB1"
"GO:BP","regulation of interleukin-1 beta production","GO:0032651","1","0","93","33","1","21031","SERPINB1"
"GO:BP","tumor necrosis factor production","GO:0032640","1","0","163","33","1","21031","CACTIN"
"GO:BP","purine nucleotide salvage","GO:0032261","1","0","11","33","1","21031","ADSL"
"GO:BP","intracellular lipid transport","GO:0032365","1","0","48","33","1","21031","GLTP"
"GO:BP","regulation of intracellular transport","GO:0032386","1","0","266","33","1","21031","RBM4"
"GO:BP","regulation of transporter activity","GO:0032409","1","0","213","33","1","21031","UBQLN1"
"GO:BP","negative regulation of transporter activity","GO:0032410","1","0","63","33","1","21031","UBQLN1"
"GO:BP","regulation of monoatomic ion transmembrane transporter activity","GO:0032412","1","0","192","33","1","21031","UBQLN1"
"GO:BP","negative regulation of ion transmembrane transporter activity","GO:0032413","1","0","56","33","1","21031","UBQLN1"
"GO:BP","regulation of proteasomal ubiquitin-dependent protein catabolic process","GO:0032434","1","0","136","33","2","21031","UBQLN1,HSP90AB1"
"GO:BP","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","GO:0032435","1","0","36","33","1","21031","HSP90AB1"
"GO:BP","protein modification by small protein conjugation","GO:0032446","1","0","858","33","4","21031","TSPYL5,UBQLN1,DTL,HSP90AB1"
"GO:BP","regulation of interferon-beta production","GO:0032648","1","0","59","33","1","21031","CACTIN"
"GO:BP","regulation of type I interferon production","GO:0032479","1","0","122","33","1","21031","CACTIN"
"GO:BP","response to lipopolysaccharide","GO:0032496","1","0","336","33","2","21031","CACTIN,MTDH"
"GO:BP","multicellular organismal process","GO:0032501","1","0","7669","33","12","21031","CACTIN,ACOX1,SERPINB1,LPCAT1,FLT1,CHRND,B9D1,SOX12,ANTXR1,SOX15,HSP90AB1,MTDH"
"GO:BP","developmental process","GO:0032502","1","0","6453","33","12","21031","RBM4,ACP6,ACOX1,LPCAT1,FLT1,CHRND,B9D1,SOX12,ANTXR1,SOX15,HSP90AB1,MTDH"
"GO:BP","multicellular organism reproduction","GO:0032504","1","0","978","33","1","21031","ACOX1"
"GO:BP","positive regulation of phosphoprotein phosphatase activity","GO:0032516","1","0","18","33","1","21031","HSP90AB1"
"GO:BP","type I interferon production","GO:0032606","1","0","122","33","1","21031","CACTIN"
"GO:BP","interferon-beta production","GO:0032608","1","0","59","33","1","21031","CACTIN"
"GO:BP","interleukin-1 beta production","GO:0032611","1","0","93","33","1","21031","SERPINB1"
"GO:BP","interleukin-1 production","GO:0032612","1","0","110","33","1","21031","SERPINB1"
"GO:BP","interleukin-8 production","GO:0032637","1","0","84","33","1","21031","CACTIN"
"GO:BP","negative regulation of type I interferon production","GO:0032480","1","0","43","33","1","21031","CACTIN"
"GO:BP","neuromuscular process","GO:0050905","1","0","167","33","1","21031","CHRND"
"GO:BP","peptide biosynthetic process","GO:0043043","1","0","752","33","1","21031","RBM4"
"GO:BP","negative regulation of apoptotic process","GO:0043066","1","0","881","33","2","21031","HSP90AB1,MTDH"
"GO:BP","glycerolipid metabolic process","GO:0046486","1","0","391","33","3","21031","ACP6,AGPAT3,LPCAT1"
"GO:BP","development of primary male sexual characteristics","GO:0046546","1","0","151","33","1","21031","SOX15"
"GO:BP","regulation of insulin receptor signaling pathway","GO:0046626","1","0","64","33","1","21031","RBM4"
"GO:BP","lymphocyte activation","GO:0046649","1","0","783","33","1","21031","SOX12"
"GO:BP","male sex differentiation","GO:0046661","1","0","174","33","1","21031","SOX15"
"GO:BP","response to arsenic-containing substance","GO:0046685","1","0","32","33","1","21031","RBM4"
"GO:BP","heterocycle catabolic process","GO:0046700","1","0","568","33","1","21031","ZCCHC17"
"GO:BP","protein autophosphorylation","GO:0046777","1","0","187","33","1","21031","FLT1"
"GO:BP","regulation of nucleocytoplasmic transport","GO:0046822","1","0","116","33","1","21031","RBM4"
"GO:BP","glycolipid transport","GO:0046836","1","0","7","33","1","21031","GLTP"
"GO:BP","hormone secretion","GO:0046879","1","0","317","33","1","21031","RBM4"
"GO:BP","regulation of lipid biosynthetic process","GO:0046890","1","0","176","33","1","21031","LPCAT1"
"GO:BP","secretion","GO:0046903","1","0","963","33","1","21031","RBM4"
"GO:BP","intracellular transport","GO:0046907","1","0","1371","33","4","21031","RBM4,COPB1,GLTP,CILK1"
"GO:BP","vascular endothelial growth factor receptor signaling pathway","GO:0048010","1","0","57","33","1","21031","FLT1"
"GO:BP","regulation of mRNA splicing, via spliceosome","GO:0048024","1","0","112","33","1","21031","RBM4"
"GO:BP","Golgi vesicle transport","GO:0048193","1","0","301","33","1","21031","COPB1"
"GO:BP","male gamete generation","GO:0048232","1","0","650","33","1","21031","ACOX1"
"GO:BP","organelle fission","GO:0048285","1","0","495","33","1","21031","ACOX1"
"GO:BP","endosomal lumen acidification","GO:0048388","1","0","14","33","1","21031","TMEM9"
"GO:BP","cell development","GO:0048468","1","0","2819","33","3","21031","ACP6,SOX12,SOX15"
"GO:BP","heterocycle metabolic process","GO:0046483","1","0","8228","33","16","21031","CACTIN,RBM4,CDK11B,ZCCHC17,SOX12,BAHD1,MEPCE,DTL,STON1-GTF2A1L,EBF4,SOX15,ZNF593,ADSL,HSP90AB1,TRMO,MTDH"
"GO:BP","glycerophospholipid biosynthetic process","GO:0046474","1","0","208","33","3","21031","ACP6,AGPAT3,LPCAT1"
"GO:BP","phosphatidylglycerol metabolic process","GO:0046471","1","0","35","33","1","21031","LPCAT1"
"GO:BP","phosphatidylcholine metabolic process","GO:0046470","1","0","76","33","1","21031","LPCAT1"
"GO:BP","negative regulation of striated muscle tissue development","GO:0045843","1","0","8","33","1","21031","SOX15"
"GO:BP","regulation of protein kinase activity","GO:0045859","1","0","451","33","2","21031","FLT1,HSP90AB1"
"GO:BP","positive regulation of protein kinase activity","GO:0045860","1","0","275","33","2","21031","FLT1,HSP90AB1"
"GO:BP","negative regulation of proteolysis","GO:0045861","1","0","193","33","2","21031","SERPINB1,HSP90AB1"
"GO:BP","negative regulation of DNA-templated transcription","GO:0045892","1","0","1333","33","5","21031","SOX12,BAHD1,MEPCE,SOX15,MTDH"
"GO:BP","positive regulation of DNA-templated transcription","GO:0045893","1","0","1703","33","6","21031","SOX12,MEPCE,EBF4,SOX15,ZNF593,MTDH"
"GO:BP","positive regulation of growth","GO:0045927","1","0","258","33","1","21031","SOX15"
"GO:BP","negative regulation of mitotic cell cycle","GO:0045930","1","0","232","33","1","21031","DTL"
"GO:BP","positive regulation of mitotic cell cycle","GO:0045931","1","0","120","33","3","21031","CDK10,MEPCE,DTL"
"GO:BP","negative regulation of nucleobase-containing compound metabolic process","GO:0045934","1","0","1588","33","6","21031","ZCCHC17,SOX12,BAHD1,MEPCE,SOX15,MTDH"
"GO:BP","rhythmic process","GO:0048511","1","0","298","33","2","21031","RBM4,DTL"
"GO:BP","positive regulation of nucleobase-containing compound metabolic process","GO:0045935","1","0","2052","33","7","21031","SOX12,MEPCE,EBF4,SOX15,ZNF593,HSP90AB1,MTDH"
"GO:BP","positive regulation of phosphate metabolic process","GO:0045937","1","0","705","33","2","21031","FLT1,HSP90AB1"
"GO:BP","positive regulation of transcription by RNA polymerase II","GO:0045944","1","0","1253","33","5","21031","SOX12,MEPCE,EBF4,SOX15,ZNF593"
"GO:BP","negative regulation of translational initiation","GO:0045947","1","0","22","33","1","21031","RBM4"
"GO:BP","AMP metabolic process","GO:0046033","1","0","24","33","1","21031","ADSL"
"GO:BP","GMP metabolic process","GO:0046037","1","0","28","33","1","21031","ADSL"
"GO:BP","IMP metabolic process","GO:0046040","1","0","18","33","1","21031","ADSL"
"GO:BP","nitric oxide metabolic process","GO:0046209","1","0","76","33","1","21031","HSP90AB1"
"GO:BP","CDP-diacylglycerol metabolic process","GO:0046341","1","0","13","33","1","21031","AGPAT3"
"GO:BP","ribose phosphate biosynthetic process","GO:0046390","1","0","238","33","1","21031","ADSL"
"GO:BP","carboxylic acid catabolic process","GO:0046395","1","0","252","33","1","21031","ACOX1"
"GO:BP","negative regulation of phosphate metabolic process","GO:0045936","1","0","355","33","2","21031","CACTIN,LPCAT1"
"GO:BP","animal organ development","GO:0048513","1","0","3039","33","7","21031","RBM4,LPCAT1,FLT1,CHRND,B9D1,SOX15,HSP90AB1"
"GO:BP","blood vessel morphogenesis","GO:0048514","1","0","625","33","2","21031","FLT1,MTDH"
"GO:BP","positive regulation of biological process","GO:0048518","1","0","6250","33","16","21031","TSPYL5,UBQLN1,CACTIN,RBM4,LPCAT1,FLT1,CDK10,SOX12,TMEM9,MEPCE,DTL,EBF4,SOX15,ZNF593,HSP90AB1,MTDH"
"GO:BP","hydrogen peroxide biosynthetic process","GO:0050665","1","0","16","33","1","21031","ACOX1"
"GO:BP","epithelial cell proliferation","GO:0050673","1","0","441","33","2","21031","SERPINB1,FLT1"
"GO:BP","regulation of epithelial cell proliferation","GO:0050678","1","0","363","33","1","21031","FLT1"
"GO:BP","negative regulation of epithelial cell proliferation","GO:0050680","1","0","136","33","1","21031","FLT1"
"GO:BP","regulation of mRNA processing","GO:0050684","1","0","134","33","2","21031","RBM4,CDK11B"
"GO:BP","regulation of immune response","GO:0050776","1","0","881","33","2","21031","UBQLN1,CACTIN"
"GO:BP","negative regulation of immune response","GO:0050777","1","0","188","33","1","21031","CACTIN"
"GO:BP","positive regulation of immune response","GO:0050778","1","0","718","33","2","21031","UBQLN1,CACTIN"
"GO:BP","regulation of catalytic activity","GO:0050790","1","0","1227","33","3","21031","SERPINB1,FLT1,HSP90AB1"
"GO:BP","sensory system development","GO:0048880","1","0","412","33","3","21031","LPCAT1,FLT1,B9D1"
"GO:BP","regulation of developmental process","GO:0050793","1","0","2455","33","6","21031","RBM4,FLT1,SOX12,SOX15,HSP90AB1,MTDH"
"GO:BP","monoatomic ion homeostasis","GO:0050801","1","0","616","33","1","21031","TMEM9"
"GO:BP","protein stabilization","GO:0050821","1","0","215","33","1","21031","HSP90AB1"
"GO:BP","regulation of T cell activation","GO:0050863","1","0","374","33","1","21031","SOX12"
"GO:BP","regulation of cell activation","GO:0050865","1","0","616","33","2","21031","SOX12,SOX15"
"GO:BP","positive regulation of cell activation","GO:0050867","1","0","371","33","2","21031","SOX12,SOX15"
"GO:BP","positive regulation of T cell activation","GO:0050870","1","0","247","33","1","21031","SOX12"
"GO:BP","nervous system process","GO:0050877","1","0","1484","33","1","21031","CHRND"
"GO:BP","multicellular organismal movement","GO:0050879","1","0","60","33","1","21031","CHRND"
"GO:BP","musculoskeletal movement","GO:0050881","1","0","59","33","1","21031","CHRND"
"GO:BP","response to stimulus","GO:0050896","1","0","8976","33","17","21031","TSPYL5,UBQLN1,CACTIN,RBM4,FLT1,CHRND,B9D1,CDK10,PLEKHH3,TMEM9,GLTP,DTL,SOX15,ADSL,HSP90AB1,CILK1,MTDH"
"GO:BP","negative regulation of lipid metabolic process","GO:0045833","1","0","99","33","1","21031","LPCAT1"
"GO:BP","chemical homeostasis","GO:0048878","1","0","1031","33","4","21031","RBM4,ACOX1,LPCAT1,TMEM9"
"GO:BP","cell motility","GO:0048870","1","0","1709","33","1","21031","FLT1"
"GO:BP","negative regulation of biological process","GO:0048519","1","0","5874","33","16","21031","UBQLN1,CACTIN,RBM4,SERPINB1,LPCAT1,FLT1,CDK10,ZCCHC17,SOX12,BAHD1,MEPCE,DTL,ANTXR1,SOX15,HSP90AB1,MTDH"
"GO:BP","positive regulation of cellular process","GO:0048522","1","0","5717","33","13","21031","TSPYL5,RBM4,FLT1,CDK10,SOX12,TMEM9,MEPCE,DTL,EBF4,SOX15,ZNF593,HSP90AB1,MTDH"
"GO:BP","negative regulation of cellular process","GO:0048523","1","0","5541","33","16","21031","UBQLN1,CACTIN,RBM4,SERPINB1,LPCAT1,FLT1,CDK10,ZCCHC17,SOX12,BAHD1,MEPCE,DTL,ANTXR1,SOX15,HSP90AB1,MTDH"
"GO:BP","embryonic organ development","GO:0048568","1","0","463","33","1","21031","SOX15"
"GO:BP","regulation of response to stimulus","GO:0048583","1","0","3939","33","10","21031","TSPYL5,UBQLN1,CACTIN,RBM4,FLT1,CDK10,TMEM9,SOX15,HSP90AB1,MTDH"
"GO:BP","positive regulation of response to stimulus","GO:0048584","1","0","2274","33","8","21031","TSPYL5,UBQLN1,CACTIN,FLT1,CDK10,TMEM9,HSP90AB1,MTDH"
"GO:BP","negative regulation of response to stimulus","GO:0048585","1","0","1648","33","2","21031","UBQLN1,CACTIN"
"GO:BP","developmental growth","GO:0048589","1","0","667","33","2","21031","CHRND,SOX15"
"GO:BP","embryonic morphogenesis","GO:0048598","1","0","617","33","2","21031","FLT1,B9D1"
"GO:BP","reproductive structure development","GO:0048608","1","0","311","33","1","21031","SOX15"
"GO:BP","multicellular organismal-level homeostasis","GO:0048871","1","0","806","33","1","21031","LPCAT1"
"GO:BP","multicellular organismal reproductive process","GO:0048609","1","0","929","33","1","21031","ACOX1"
"GO:BP","skeletal muscle tissue growth","GO:0048630","1","0","11","33","1","21031","CHRND"
"GO:BP","regulation of muscle organ development","GO:0048634","1","0","24","33","1","21031","SOX15"
"GO:BP","negative regulation of muscle organ development","GO:0048635","1","0","9","33","1","21031","SOX15"
"GO:BP","regulation of developmental growth","GO:0048638","1","0","322","33","1","21031","SOX15"
"GO:BP","positive regulation of developmental growth","GO:0048639","1","0","165","33","1","21031","SOX15"
"GO:BP","anatomical structure formation involved in morphogenesis","GO:0048646","1","0","1183","33","2","21031","FLT1,MTDH"
"GO:BP","system development","GO:0048731","1","0","3973","33","7","21031","LPCAT1,FLT1,B9D1,SOX12,ANTXR1,SOX15,MTDH"
"GO:BP","appendage development","GO:0048736","1","0","190","33","1","21031","B9D1"
"GO:BP","anatomical structure development","GO:0048856","1","0","5899","33","11","21031","RBM4,ACP6,LPCAT1,FLT1,CHRND,B9D1,SOX12,ANTXR1,SOX15,HSP90AB1,MTDH"
"GO:BP","cellular developmental process","GO:0048869","1","0","4367","33","7","21031","RBM4,ACP6,FLT1,B9D1,SOX12,SOX15,HSP90AB1"
"GO:BP","myoblast development","GO:0048627","1","0","4","33","1","21031","SOX15"
"GO:BP","negative regulation of innate immune response","GO:0045824","1","0","82","33","1","21031","CACTIN"
"GO:BP","negative regulation of gene expression, epigenetic","GO:0045814","1","0","139","33","1","21031","BAHD1"
"GO:BP","positive regulation of cell cycle","GO:0045787","1","0","349","33","4","21031","CDK10,MEPCE,DTL,SOX15"
"GO:BP","regulation of skeletal muscle tissue regeneration","GO:0043416","1","0","8","33","1","21031","SOX15"
"GO:BP","negative regulation of DNA-binding transcription factor activity","GO:0043433","1","0","147","33","1","21031","CACTIN"
"GO:BP","response to peptide hormone","GO:0043434","1","0","429","33","1","21031","RBM4"
"GO:BP","oxoacid metabolic process","GO:0043436","1","0","921","33","1","21031","ACOX1"
"GO:BP","regulation of RNA splicing","GO:0043484","1","0","186","33","2","21031","RBM4,CDK11B"
"GO:BP","regulation of RNA stability","GO:0043487","1","0","187","33","1","21031","ZCCHC17"
"GO:BP","RNA stabilization","GO:0043489","1","0","75","33","1","21031","ZCCHC17"
"GO:BP","phosphatidylinositol 3-kinase/protein kinase B signal transduction","GO:0043491","1","0","293","33","3","21031","TSPYL5,FLT1,MTDH"
"GO:BP","regulation of kinase activity","GO:0043549","1","0","483","33","2","21031","FLT1,HSP90AB1"
"GO:BP","regulation of translation in response to stress","GO:0043555","1","0","24","33","1","21031","RBM4"
"GO:BP","positive regulation of skeletal muscle tissue regeneration","GO:0043415","1","0","5","33","1","21031","SOX15"
"GO:BP","amide metabolic process","GO:0043603","1","0","1194","33","1","21031","RBM4"
"GO:BP","modification-dependent macromolecule catabolic process","GO:0043632","1","0","620","33","3","21031","UBQLN1,DTL,HSP90AB1"
"GO:BP","regulation of phosphoprotein phosphatase activity","GO:0043666","1","0","46","33","1","21031","HSP90AB1"
"GO:BP","post-translational protein modification","GO:0043687","1","0","1021","33","4","21031","TSPYL5,UBQLN1,DTL,HSP90AB1"
